1403,multi,1,{"kind":"multi","damage":3880000,"magic":5100000,"crit_chance":0,"crit_val":1,"dodge":5,"renew":20,"defence":2870000,"hp":48850000,"wait":3,"level":1,"rewards":{"gold":0,"exp":0,"items":[[3837,2],[3843,2]]},"shield":14350000}
1425,multi,12,{"rewards":{"gold":0,"exp":0,"items":[[3837,2],[3843,2]]},"damage":95880000,"magic":127280000,"hp":607500000,"crit_chance":0,"wait":3,"dodge":5,"kind":"multi","shield":272400000,"level":12,"renew":20,"defence":54480000,"crit_val":1}
1427,multi,13,{"rewards":{"items":[[3837,2],[3843,2]],"gold":0,"exp":0},"shield":301850000,"crit_chance":0,"wait":3,"kind":"multi","level":13,"renew":20,"hp":671650000,"magic":141180000,"crit_val":1,"damage":106350000,"defence":60370000,"dodge":5}
1429,multi,14,{"shield":332500000,"crit_chance":0,"crit_val":1,"dodge":5,"kind":"multi","level":14,"damage":117240000,"defence":66500000,"magic":155640000,"wait":3,"renew":20,"hp":738400000,"rewards":{"items":[[3837,2],[3843,2]],"gold":0,"exp":0}}
1431,multi,15,{"kind":"multi","damage":128560000,"defence":72870000,"magic":170680000,"crit_chance":0,"level":15,"renew":20,"crit_val":1,"wait":3,"hp":807800000,"shield":364350000,"dodge":5,"rewards":{"gold":0,"exp":0,"items":[[3837,2],[3843,2]]}}
1433,multi,16,{"level":16,"defence":79500000,"hp":880000000,"magic":186310000,"shield":397500000,"wait":3,"rewards":{"gold":0,"exp":0,"items":[[3837,2],[3843,2]]},"crit_val":1,"dodge":5,"kind":"multi","renew":20,"damage":140340000,"crit_chance":0}
1435,multi,17,{"kind":"multi","shield":431950000,"rewards":{"gold":0,"exp":0,"items":[[3837,2],[3843,2]]},"level":17,"defence":86390000,"dodge":5,"wait":3,"renew":20,"magic":202570000,"hp":955100000,"crit_chance":0,"crit_val":1,"damage":152580000}
1437,multi,18,{"crit_chance":0,"damage":165310000,"hp":1033250000,"kind":"multi","shield":467750000,"wait":3,"level":18,"renew":20,"crit_val":1,"dodge":5,"rewards":{"gold":0,"exp":0,"items":[[3837,2],[3843,2]]},"defence":93550000,"magic":219480000}
1439,multi,19,{"level":19,"damage":178560000,"defence":101000000,"hp":1114500000,"crit_chance":0,"crit_val":1,"wait":3,"rewards":{"items":[[3837,2],[3843,2]],"gold":0,"exp":0},"renew":20,"magic":237070000,"shield":505000000,"dodge":5,"kind":"multi"}
1441,multi,20,{"magic":255350000,"wait":3,"kind":"multi","dodge":5,"crit_chance":0,"renew":20,"damage":192330000,"defence":108750000,"hp":1199000000,"shield":543750000,"rewards":{"gold":0,"exp":0,"items":[[3837,2],[3843,2]]},"level":20,"crit_val":1}
1443,multi,21,{"crit_chance":0,"kind":"multi","defence":116810000,"shield":584050000,"dodge":5,"rewards":{"gold":0,"exp":0,"items":[[3837,4],[3843,4]]},"level":21,"damage":206650000,"magic":274370000,"crit_val":1,"renew":20,"hp":1286900000,"wait":3}
1445,multi,22,{"level":22,"dodge":5,"kind":"multi","renew":20,"crit_val":1,"damage":221540000,"magic":294150000,"shield":626000000,"crit_chance":0,"wait":3,"defence":125200000,"hp":1378300000,"rewards":{"exp":0,"items":[[3837,4],[3843,4]],"gold":0}}
1447,multi,23,{"level":23,"shield":669550000,"wait":3,"kind":"multi","defence":133910000,"dodge":5,"renew":20,"crit_chance":0,"rewards":{"gold":0,"exp":0,"items":[[3837,4],[3843,4]]},"damage":237030000,"hp":1473400000,"crit_val":1,"magic":314710000}
1449,multi,24,{"kind":"multi","hp":1572300000,"level":24,"damage":253130000,"magic":336100000,"shield":714900000,"crit_val":1,"defence":142980000,"crit_chance":0,"dodge":5,"rewards":{"gold":0,"exp":0,"items":[[3837,4],[3843,4]]},"renew":20,"wait":3}
1451,multi,25,{"wait":3,"rewards":{"gold":0,"exp":0,"items":[[3837,4],[3843,4]]},"kind":"multi","damage":269880000,"shield":762050000,"crit_chance":0,"crit_val":1,"renew":20,"dodge":5,"magic":358340000,"hp":1675200000,"level":25,"defence":152410000}
1453,multi,26,{"defence":162210000,"hp":1782200000,"dodge":5,"rewards":{"gold":0,"exp":0,"items":[[3837,4],[3843,4]]},"kind":"multi","renew":20,"level":26,"wait":3,"damage":287300000,"magic":381470000,"shield":811050000,"crit_chance":0,"crit_val":1}
1455,multi,27,{"kind":"multi","damage":305420000,"wait":3,"level":27,"crit_chance":0,"dodge":5,"rewards":{"gold":0,"exp":0,"items":[[3837,4],[3843,4]]},"renew":20,"magic":405530000,"shield":862050000,"defence":172410000,"hp":1893500000,"crit_val":1}
1457,multi,28,{"renew":20,"damage":324260000,"wait":3,"kind":"multi","magic":430540000,"level":28,"defence":183020000,"crit_chance":0,"crit_val":1,"rewards":{"exp":0,"items":[[3837,4],[3843,4]],"gold":0},"hp":2009250000,"shield":915100000,"dodge":5}
1459,multi,29,{"crit_chance":0,"level":29,"damage":343850000,"defence":194050000,"magic":456560000,"dodge":5,"kind":"multi","renew":20,"shield":970250000,"crit_val":1,"wait":3,"hp":2129600000,"rewards":{"gold":0,"exp":0,"items":[[3837,4],[3843,4]]}}
1461,multi,30,{"renew":20,"hp":2254850000,"kind":"multi","dodge":5,"crit_chance":0,"wait":3,"rewards":{"items":[[3837,4],[3843,4]],"gold":0,"exp":0},"magic":483610000,"damage":364220000,"defence":205520000,"shield":1027600000,"crit_val":1,"level":30}
1463,multi,31,{"magic":511750000,"dodge":5,"level":31,"shield":1087250000,"crit_val":1,"damage":385410000,"renew":20,"defence":217450000,"crit_chance":0,"kind":"multi","wait":3,"rewards":{"items":[[3837,4],[3843,4]],"gold":0,"exp":0},"hp":2385050000}
1465,multi,32,{"kind":"multi","damage":407450000,"magic":541010000,"hp":2520500000,"shield":1149300000,"defence":229860000,"crit_chance":0,"rewards":{"gold":0,"exp":0,"items":[[3837,4],[3843,4]]},"level":32,"renew":20,"wait":3,"crit_val":1,"dodge":5}
1467,multi,33,{"crit_val":1,"dodge":5,"wait":3,"renew":20,"defence":242760000,"hp":2661400000,"crit_chance":0,"kind":"multi","level":33,"damage":430360000,"magic":571440000,"shield":1213800000,"rewards":{"gold":0,"exp":0,"items":[[3837,4],[3843,4]]}}
1469,multi,34,{"level":34,"damage":454190000,"crit_val":1,"kind":"multi","defence":256180000,"dodge":5,"renew":20,"magic":603090000,"hp":2807950000,"shield":1280900000,"crit_chance":0,"wait":3,"rewards":{"gold":0,"exp":0,"items":[[3837,4],[3843,4]]}}
1471,multi,35,{"kind":"multi","wait":3,"defence":270140000,"magic":636000000,"shield":1350700000,"crit_val":1,"renew":20,"damage":478980000,"crit_chance":0,"dodge":5,"rewards":{"gold":0,"exp":0,"items":[[3837,4],[3843,4]]},"level":35,"hp":2960300000}
1473,multi,36,{"defence":284650000,"hp":3118800000,"crit_chance":0,"dodge":5,"rewards":{"gold":0,"exp":0,"items":[[3837,4],[3843,4]]},"level":36,"renew":20,"crit_val":1,"shield":1423250000,"wait":3,"kind":"multi","magic":670220000,"damage":504750000}
1475,multi,37,{"defence":299750000,"shield":1498750000,"dodge":5,"rewards":{"gold":0,"exp":0,"items":[[3837,4],[3843,4]]},"kind":"multi","renew":20,"crit_chance":0,"wait":3,"damage":531560000,"magic":705820000,"hp":3283650000,"crit_val":1,"level":37}
1477,multi,38,{"kind":"multi","hp":3455150000,"damage":559440000,"crit_chance":0,"defence":315450000,"crit_val":1,"dodge":5,"wait":3,"level":38,"renew":20,"magic":742830000,"shield":1577250000,"rewards":{"gold":0,"exp":0,"items":[[3837,4],[3843,4]]}}
1479,multi,39,{"level":39,"damage":588430000,"defence":331770000,"kind":"multi","wait":3,"crit_chance":0,"crit_val":1,"dodge":5,"shield":1658850000,"magic":781330000,"hp":3633450000,"rewards":{"exp":0,"items":[[3837,4],[3843,4]],"gold":0},"renew":20}
1481,multi,40,{"level":40,"hp":3818900000,"shield":1743750000,"damage":618580000,"magic":821370000,"wait":3,"rewards":{"exp":0,"items":[[3837,4],[3843,4]],"gold":0},"kind":"multi","renew":20,"crit_chance":0,"dodge":5,"defence":348750000,"crit_val":1}
1483,multi,41,{"shield":1832050000,"dodge":5,"hp":4011800000,"wait":3,"rewards":{"exp":0,"items":[[3837,6],[3843,6]],"gold":0},"crit_val":1,"renew":20,"magic":863000000,"level":41,"damage":649930000,"defence":366410000,"crit_chance":0,"kind":"multi"}
1485,multi,42,{"crit_val":1,"renew":20,"damage":682540000,"magic":906300000,"crit_chance":0,"dodge":5,"kind":"multi","defence":384780000,"hp":4212400000,"shield":1923900000,"wait":3,"rewards":{"gold":0,"exp":0,"items":[[3837,6],[3843,6]]},"level":42}
1487,multi,43,{"kind":"multi","renew":20,"damage":716450000,"crit_val":1,"wait":3,"rewards":{"gold":0,"exp":0,"items":[[3837,6],[3843,6]]},"magic":951330000,"hp":4421050000,"level":43,"defence":403880000,"shield":2019400000,"crit_chance":0,"dodge":5}
1489,multi,44,{"defence":423740000,"dodge":5,"wait":3,"shield":2118700000,"crit_val":1,"kind":"multi","damage":751720000,"magic":998160000,"rewards":{"gold":0,"exp":0,"items":[[3837,6],[3843,6]]},"level":44,"renew":20,"hp":4638050000,"crit_chance":0}
1491,multi,45,{"defence":444400000,"shield":2222000000,"crit_val":1,"dodge":5,"level":45,"renew":20,"magic":1046870000,"rewards":{"exp":0,"items":[[3837,6],[3843,6]],"gold":0},"damage":788400000,"hp":4863750000,"wait":3,"kind":"multi","crit_chance":0}
1493,multi,46,{"crit_val":1,"wait":3,"damage":826540000,"hp":5098500000,"renew":20,"magic":1097520000,"rewards":{"gold":0,"exp":0,"items":[[3837,6],[3843,6]]},"defence":465890000,"dodge":5,"shield":2329450000,"crit_chance":0,"kind":"multi","level":46}
1495,multi,47,{"kind":"multi","shield":2441150000,"crit_chance":0,"defence":488230000,"magic":1150200000,"hp":5342600000,"crit_val":1,"dodge":5,"level":47,"renew":20,"damage":866210000,"wait":3,"rewards":{"gold":0,"exp":0,"items":[[3837,6],[3843,6]]}}
1497,multi,48,{"kind":"multi","level":48,"damage":907470000,"magic":1204980000,"hp":5596500000,"shield":2557350000,"dodge":5,"wait":3,"rewards":{"gold":0,"exp":0,"items":[[3837,6],[3843,6]]},"renew":20,"defence":511470000,"crit_chance":0,"crit_val":1}
1499,multi,49,{"kind":"multi","level":49,"rewards":{"gold":0,"exp":0,"items":[[3837,6],[3843,6]]},"defence":535630000,"dodge":5,"shield":2678150000,"crit_chance":0,"crit_val":1,"renew":20,"damage":950370000,"wait":3,"magic":1261950000,"hp":5860550000}
1501,multi,50,{"renew":20,"hp":6135200000,"crit_val":1,"rewards":{"gold":0,"exp":0,"items":[[3837,6],[3843,6]]},"defence":560770000,"crit_chance":0,"kind":"multi","level":50,"damage":994990000,"magic":1321200000,"shield":2803850000,"dodge":5,"wait":3}
1,normal,1,{"hp":6300000,"crit_chance":0,"rewards":{"gold":0,"exp":0,"items":[[3839,1],[3841,1]]},"renew":20,"shield":2500000,"dodge":5,"kind":"normal","damage":760000,"crit_val":1,"wait":3,"level":1,"defence":500000,"magic":540000}
2,normal,2,{"rewards":{"gold":0,"exp":0,"items":[[3839,1],[3841,2]]},"crit_val":1,"level":2,"renew":20,"damage":4450000,"shield":11950000,"wait":3,"kind":"normal","magic":3180000,"hp":21800000,"dodge":5,"defence":2390000,"crit_chance":0}
3,normal,3,{"magic":5900000,"level":3,"renew":20,"damage":8240000,"crit_chance":0,"crit_val":1,"rewards":{"gold":0,"exp":0,"items":[[3839,2],[3841,3]]},"defence":4320000,"shield":21600000,"kind":"normal","hp":37300000,"dodge":5,"wait":3}
4,normal,4,{"crit_val":1,"level":4,"magic":8680000,"kind":"normal","renew":20,"defence":6280000,"crit_chance":0,"damage":12120000,"hp":53050000,"shield":31400000,"dodge":5,"wait":3,"rewards":{"gold":0,"exp":0,"items":[[3839,3],[3841,4]]}}
5,normal,5,{"dodge":5,"wait":3,"hp":69100000,"shield":41450000,"rewards":{"exp":0,"items":[[3839,4],[3841,5]],"gold":0},"kind":"normal","crit_chance":0,"magic":11520000,"crit_val":1,"renew":20,"damage":16070000,"level":5,"defence":8290000}
6,normal,6,{"renew":20,"shield":51650000,"crit_val":1,"kind":"normal","level":6,"magic":14410000,"hp":85500000,"crit_chance":0,"dodge":5,"damage":20110000,"defence":10330000,"wait":3,"rewards":{"gold":0,"exp":0,"items":[[3839,5],[3841,6]]}}
7,normal,7,{"renew":20,"damage":24220000,"crit_val":1,"level":7,"magic":17360000,"shield":62100000,"kind":"normal","defence":12420000,"rewards":{"gold":0,"exp":0,"items":[[3839,6],[3841,7]]},"hp":102250000,"crit_chance":0,"dodge":5,"wait":3}
8,normal,8,{"kind":"normal","dodge":5,"wait":3,"magic":20370000,"hp":119300000,"rewards":{"gold":0,"exp":0,"items":[[3839,8],[3841,8]]},"crit_val":1,"damage":28420000,"defence":14540000,"shield":72700000,"crit_chance":0,"level":8,"renew":20}
9,normal,9,{"magic":23440000,"crit_chance":0,"rewards":{"exp":0,"items":[[3839,10],[3841,9]],"gold":0},"kind":"normal","level":9,"hp":136650000,"shield":83550000,"crit_val":1,"wait":3,"renew":20,"damage":32700000,"defence":16710000,"dodge":5}
10,normal,10,{"level":10,"renew":20,"damage":37070000,"hp":154400000,"wait":3,"defence":18920000,"magic":26570000,"shield":94600000,"kind":"normal","crit_val":1,"dodge":5,"crit_chance":0,"rewards":{"gold":0,"exp":0,"items":[[3839,12],[3841,10]]}}
11,normal,11,{"crit_val":1,"level":11,"magic":29770000,"hp":172500000,"shield":105900000,"damage":41520000,"dodge":5,"wait":3,"rewards":{"items":[[3839,14],[3841,11]],"gold":0,"exp":0},"kind":"normal","defence":21180000,"crit_chance":0,"renew":20}
12,normal,12,{"hp":190950000,"dodge":5,"wait":3,"level":12,"defence":23480000,"magic":33030000,"crit_chance":0,"renew":20,"damage":46070000,"shield":117400000,"kind":"normal","crit_val":1,"rewards":{"gold":0,"exp":0,"items":[[3839,16],[3841,12]]}}
13,normal,13,{"level":13,"rewards":{"exp":0,"items":[[3839,19],[3841,13]],"gold":0},"magic":36350000,"shield":129150000,"crit_chance":0,"crit_val":1,"kind":"normal","renew":20,"defence":25830000,"wait":3,"damage":50700000,"hp":209800000,"dodge":5}
14,normal,14,{"wait":3,"damage":55430000,"hp":229000000,"renew":20,"magic":39740000,"shield":141150000,"rewards":{"gold":0,"exp":0,"items":[[3839,21],[3841,14]]},"kind":"normal","level":14,"dodge":5,"crit_val":1,"defence":28230000,"crit_chance":0}
15,normal,15,{"level":15,"damage":60250000,"shield":153350000,"kind":"normal","defence":30670000,"magic":43190000,"hp":248550000,"crit_chance":0,"crit_val":1,"wait":3,"renew":20,"rewards":{"gold":0,"exp":0,"items":[[3839,24],[3841,15]]},"dodge":5}
16,normal,16,{"rewards":{"gold":0,"exp":0,"items":[[3839,27],[3841,16]]},"magic":46720000,"dodge":5,"wait":3,"defence":33160000,"crit_chance":0,"damage":65170000,"crit_val":1,"hp":268550000,"shield":165800000,"kind":"normal","level":16,"renew":20}
17,normal,17,{"hp":288950000,"defence":35700000,"magic":50320000,"crit_chance":0,"dodge":5,"rewards":{"gold":0,"exp":0,"items":[[3839,31],[3841,17]]},"kind":"normal","level":17,"renew":20,"damage":70180000,"shield":178500000,"crit_val":1,"wait":3}
18,normal,18,{"hp":309700000,"rewards":{"gold":0,"exp":0,"items":[[3839,34],[3841,18]]},"kind":"normal","damage":75300000,"defence":38300000,"magic":53990000,"shield":191500000,"crit_chance":0,"dodge":5,"renew":20,"crit_val":1,"level":18,"wait":3}
19,normal,19,{"defence":40940000,"dodge":5,"level":19,"damage":80520000,"shield":204700000,"rewards":{"items":[[3839,38],[3841,19]],"gold":0,"exp":0},"magic":57730000,"hp":330900000,"crit_chance":0,"crit_val":1,"wait":3,"kind":"normal","renew":20}
20,normal,20,{"renew":20,"defence":43640000,"magic":61550000,"hp":352550000,"dodge":5,"kind":"normal","crit_chance":0,"crit_val":1,"damage":85840000,"shield":218200000,"wait":3,"level":20,"rewards":{"exp":0,"items":[[3839,42],[3841,20]],"gold":0}}
21,normal,21,{"level":21,"crit_chance":0,"rewards":{"gold":0,"exp":0,"items":[[3839,46],[3841,21]]},"renew":20,"wait":3,"crit_val":1,"dodge":5,"defence":46390000,"magic":65440000,"hp":374600000,"shield":231950000,"kind":"normal","damage":91270000}
22,normal,22,{"defence":49190000,"dodge":5,"level":22,"shield":245950000,"crit_val":1,"damage":96810000,"magic":69410000,"crit_chance":0,"kind":"normal","renew":20,"hp":397100000,"wait":3,"rewards":{"gold":0,"exp":0,"items":[[3839,50],[3841,22]]}}
23,normal,23,{"kind":"normal","magic":73460000,"crit_val":1,"shield":260300000,"crit_chance":0,"dodge":5,"level":23,"renew":20,"damage":102460000,"defence":52060000,"hp":420050000,"wait":3,"rewards":{"gold":0,"exp":0,"items":[[3839,55],[3841,23]]}}
24,normal,24,{"shield":274900000,"rewards":{"gold":0,"exp":0,"items":[[3839,59],[3841,24]]},"level":24,"renew":20,"magic":77590000,"hp":443500000,"crit_val":1,"dodge":5,"crit_chance":0,"kind":"normal","damage":108220000,"defence":54980000,"wait":3}
25,normal,25,{"rewards":{"exp":0,"items":[[3839,64],[3841,25]],"gold":0},"renew":20,"hp":467350000,"shield":289750000,"crit_chance":0,"crit_val":1,"defence":57950000,"magic":81810000,"dodge":5,"kind":"normal","level":25,"damage":114090000,"wait":3}
26,normal,26,{"kind":"normal","renew":20,"defence":60990000,"magic":86100000,"level":26,"damage":120090000,"dodge":5,"crit_val":1,"rewards":{"gold":0,"exp":0,"items":[[3839,69],[3841,26]]},"hp":491700000,"shield":304950000,"crit_chance":0,"wait":3}
27,normal,27,{"defence":64090000,"hp":516550000,"dodge":5,"kind":"normal","level":27,"magic":90490000,"crit_val":1,"renew":20,"crit_chance":0,"rewards":{"gold":0,"exp":0,"items":[[3839,75],[3841,27]]},"damage":126200000,"shield":320450000,"wait":3}
28,normal,28,{"level":28,"renew":20,"damage":132440000,"wait":3,"kind":"normal","magic":94960000,"crit_chance":0,"crit_val":1,"rewards":{"gold":0,"exp":0,"items":[[3839,80],[3841,28]]},"defence":67250000,"hp":541900000,"shield":336250000,"dodge":5}
29,normal,29,{"level":29,"renew":20,"damage":138800000,"hp":567750000,"crit_val":1,"rewards":{"exp":0,"items":[[3839,86],[3841,29]],"gold":0},"kind":"normal","defence":70470000,"magic":99520000,"dodge":5,"shield":352350000,"crit_chance":0,"wait":3}
30,normal,30,{"renew":20,"damage":145290000,"crit_chance":0,"kind":"normal","level":30,"defence":73760000,"crit_val":1,"rewards":{"items":[[3839,92],[3841,30]],"gold":0,"exp":0},"dodge":5,"magic":104170000,"hp":594150000,"shield":368800000,"wait":3}
31,normal,31,{"damage":151900000,"crit_chance":0,"crit_val":1,"dodge":5,"wait":3,"rewards":{"gold":0,"exp":0,"items":[[3839,98],[3841,31]]},"level":31,"shield":385550000,"renew":20,"hp":621050000,"magic":108920000,"defence":77110000,"kind":"normal"}
32,normal,32,{"magic":113760000,"hp":648450000,"rewards":{"gold":0,"exp":0,"items":[[3839,104],[3841,32]]},"crit_val":1,"dodge":5,"kind":"normal","level":32,"damage":158650000,"shield":402650000,"defence":80530000,"crit_chance":0,"wait":3,"renew":20}
33,normal,33,{"renew":20,"defence":84020000,"hp":676450000,"crit_val":1,"damage":165540000,"magic":118690000,"shield":420100000,"dodge":5,"wait":3,"rewards":{"gold":0,"exp":0,"items":[[3839,111],[3841,33]]},"kind":"normal","level":33,"crit_chance":0}
34,normal,34,{"hp":705000000,"wait":3,"damage":172560000,"magic":123730000,"crit_chance":0,"dodge":5,"renew":20,"shield":437900000,"defence":87580000,"crit_val":1,"rewards":{"gold":0,"exp":0,"items":[[3839,117],[3841,34]]},"kind":"normal","level":34}
35,normal,35,{"crit_chance":0,"wait":3,"rewards":{"exp":0,"items":[[3839,124],[3841,35]],"gold":0},"level":35,"defence":91210000,"crit_val":1,"magic":128870000,"shield":456050000,"dodge":5,"renew":20,"damage":179720000,"kind":"normal","hp":734150000}
36,normal,36,{"damage":187030000,"hp":763850000,"dodge":5,"rewards":{"gold":0,"exp":0,"items":[[3839,131],[3841,36]]},"crit_chance":0,"crit_val":1,"wait":3,"level":36,"renew":20,"defence":94910000,"magic":134100000,"shield":474550000,"kind":"normal"}
37,normal,37,{"dodge":5,"renew":20,"damage":194480000,"shield":493450000,"level":37,"defence":98690000,"hp":794150000,"crit_chance":0,"wait":3,"kind":"normal","magic":139450000,"crit_val":1,"rewards":{"items":[[3839,138],[3841,37]],"gold":0,"exp":0}}
38,normal,38,{"magic":144900000,"crit_val":1,"level":38,"shield":512700000,"crit_chance":0,"kind":"normal","renew":20,"damage":202080000,"defence":102540000,"dodge":5,"wait":3,"rewards":{"gold":0,"exp":0,"items":[[3839,146],[3841,38]]},"hp":825050000}
39,normal,39,{"damage":209830000,"magic":150460000,"shield":532350000,"rewards":{"items":[[3839,153],[3841,39]],"gold":0,"exp":0},"level":39,"kind":"normal","defence":106470000,"crit_chance":0,"crit_val":1,"dodge":5,"renew":20,"hp":856550000,"wait":3}
40,normal,40,{"damage":217740000,"hp":888700000,"crit_chance":0,"crit_val":1,"dodge":5,"kind":"normal","level":40,"magic":156130000,"shield":552400000,"wait":3,"rewards":{"exp":0,"items":[[3839,161],[3841,40]],"gold":0},"renew":20,"defence":110480000}
41,normal,41,{"shield":572850000,"crit_chance":0,"crit_val":1,"kind":"normal","damage":225810000,"defence":114570000,"level":41,"renew":20,"rewards":{"gold":0,"exp":0,"items":[[3839,169],[3841,41]]},"magic":161910000,"hp":921500000,"dodge":5,"wait":3}
42,normal,42,{"hp":954950000,"kind":"normal","defence":118740000,"magic":167810000,"level":42,"renew":20,"shield":593700000,"crit_val":1,"wait":3,"rewards":{"gold":0,"exp":0,"items":[[3839,177],[3841,42]]},"damage":234040000,"crit_chance":0,"dodge":5}
43,normal,43,{"renew":20,"level":43,"defence":122990000,"magic":173830000,"dodge":5,"wait":3,"shield":614950000,"crit_val":1,"kind":"normal","damage":242430000,"hp":989100000,"crit_chance":0,"rewards":{"gold":0,"exp":0,"items":[[3839,186],[3841,43]]}}
44,normal,44,{"magic":179970000,"crit_chance":0,"wait":3,"kind":"normal","level":44,"renew":20,"damage":250990000,"shield":636650000,"defence":127330000,"hp":1023900000,"crit_val":1,"dodge":5,"rewards":{"exp":0,"items":[[3839,194],[3841,44]],"gold":0}}
45,normal,45,{"crit_val":1,"dodge":5,"renew":20,"crit_chance":0,"hp":1059400000,"wait":3,"level":45,"magic":186230000,"shield":658750000,"kind":"normal","damage":259720000,"defence":131750000,"rewards":{"items":[[3839,203],[3841,45]],"gold":0,"exp":0}}
46,normal,46,{"dodge":5,"wait":3,"rewards":{"gold":0,"exp":0,"items":[[3839,212],[3841,46]]},"kind":"normal","magic":192610000,"hp":1095600000,"crit_val":1,"defence":136270000,"shield":681350000,"level":46,"damage":268620000,"crit_chance":0,"renew":20}
47,normal,47,{"renew":20,"magic":199120000,"crit_val":1,"wait":3,"rewards":{"gold":0,"exp":0,"items":[[3839,221],[3841,47]]},"damage":277700000,"crit_chance":0,"dodge":5,"shield":704350000,"level":47,"defence":140870000,"hp":1132550000,"kind":"normal"}
48,normal,48,{"hp":1170200000,"dodge":5,"kind":"normal","level":48,"renew":20,"wait":3,"damage":286970000,"defence":145570000,"crit_chance":0,"rewards":{"gold":0,"exp":0,"items":[[3839,231],[3841,48]]},"magic":205770000,"shield":727850000,"crit_val":1}
49,normal,49,{"damage":296420000,"dodge":5,"kind":"normal","level":49,"crit_chance":0,"crit_val":1,"wait":3,"renew":20,"defence":150360000,"magic":212540000,"hp":1208650000,"shield":751800000,"rewards":{"gold":0,"exp":0,"items":[[3839,240],[3841,49]]}}
50,normal,50,{"hp":1247850000,"crit_val":1,"wait":3,"crit_chance":0,"rewards":{"exp":0,"items":[[3839,250],[3841,50]],"gold":0},"kind":"normal","level":50,"defence":155240000,"dodge":5,"renew":20,"damage":306060000,"magic":219460000,"shield":776200000}
1503,normal,51,{"wait":3,"kind":"normal","defence":160230000,"magic":226510000,"shield":801150000,"damage":315890000,"hp":1287850000,"crit_val":1,"renew":20,"dodge":5,"level":51,"crit_chance":0,"rewards":{"exp":0,"items":[[3839,260],[3841,51]],"gold":0}}
1505,normal,52,{"dodge":5,"wait":3,"kind":"normal","hp":1328600000,"crit_val":1,"rewards":{"gold":0,"exp":0,"items":[[3839,270],[3841,52]]},"renew":20,"magic":233700000,"shield":826550000,"crit_chance":0,"level":52,"damage":325920000,"defence":165310000}
1507,normal,53,{"level":53,"hp":1370200000,"crit_val":1,"shield":852450000,"crit_chance":0,"dodge":5,"wait":3,"damage":336150000,"defence":170490000,"magic":241030000,"rewards":{"gold":0,"exp":0,"items":[[3839,280],[3841,53]]},"kind":"normal","renew":20}
